dex_num,key,name,base_species,forme,types,abilities,base_stats,prevo,evolves_to,evo_type,evo_level,evo_item,evo_condition,form_flags,required_item,required_move,required_ability,battle_only,changes_from,has_learnset_entry,levelup_move_count_runtime,wild_moves_lvl50,generate_pokemon_lvl50,generate_error,catch_info_runtime_exact,catch_info_data_exists,gain_info_runtime_exact,gain_info_data_exists,ability_entity_metadata_linked,missing_categories,notes
514,Simisear,Simisear,,,Fire,Gluttony|Blaze,hp=75/atk=98/def=63/spa=98/spd=63/spe=101,Pansear,,useItem,,Fire Stone,,,,,,,,True,4,flameburst|furyswipes|leer|lick,True,,True,True,True,True,False,,
515,Panpour,Panpour,,,Water,Gluttony|Torrent,hp=50/atk=53/def=48/spa=53/spd=48/spe=64,,Simipour,,,,,,,,,,,True,16,brine|scald|watersport|watergun,True,,True,True,True,True,False,,
516,Simipour,Simipour,,,Water,Gluttony|Torrent,hp=75/atk=98/def=63/spa=98/spd=63/spe=101,Panpour,,useItem,,Water Stone,,,,,,,,True,4,scald|furyswipes|leer|lick,True,,True,True,True,True,False,,
517,Munna,Munna,,,Psychic,Forewarn|Synchronize|Telepathy,hp=76/atk=25/def=45/spa=67/spd=55/spe=24,,Musharna,,,,,,,,,,,True,20,futuresight|storedpower|dreameater|telekinesis,True,,True,True,True,True,False,,
518,Musharna,Musharna,,,Psychic,Forewarn|Synchronize|Telepathy,hp=116/atk=55/def=85/spa=107/spd=95/spe=29,Munna,,useItem,,Moon Stone,,,,,,,,True,17,calmmind|dreameater|futuresight|hypnosis,True,,True,True,True,True,False,,
519,Pidove,Pidove,,,Normal/Flying,Big Pecks|Super Luck|Rivalry,hp=50/atk=55/def=50/spa=36/spd=30/spe=43,,Tranquill,,,,,,,,,,,True,15,skyattack|tailwind|facade|swagger,True,,True,True,True,True,False,,
520,Tranquill,Tranquill,,,Normal/Flying,Big Pecks|Super Luck|Rivalry,hp=62/atk=77/def=62/spa=50/spd=42/spe=65,Pidove,Unfezant,,21,,,,,,,,,True,15,facade|tailwind|swagger|roost,True,,True,True,True,True,False,,
521,Unfezant,Unfezant,,,Normal/Flying,Big Pecks|Super Luck|Rivalry,hp=80/atk=115/def=80/spa=65/spd=55/spe=93,Tranquill,,,32,,,,,,,,,True,15,roost|swagger|featherdance|airslash,True,,True,True,True,True,False,,
522,Blitzle,Blitzle,,,Electric,Lightning Rod|Motor Drive|Sap Sipper,hp=45/atk=60/def=32/spa=50/spd=32/spe=76,,Zebstrika,,,,,,,,,,,True,13,wildcharge|discharge|spark|thunderwave,True,,True,True,True,True,False,,
523,Zebstrika,Zebstrika,,,Electric,Lightning Rod|Motor Drive|Sap Sipper,hp=75/atk=100/def=63/spa=80/spd=63/spe=116,Blitzle,,,27,,,,,,,,,True,14,wildcharge|discharge|spark|shockwave,True,,True,True,True,True,False,,
524,Roggenrola,Roggenrola,,,Rock,Sturdy|Weak Armor|Sand Force,hp=55/atk=75/def=85/spa=25/spd=25/spe=15,,Boldore,,,,,,,,,,,True,13,stoneedge|sandstorm|rockblast|stealthrock,True,,True,True,True,True,False,,
525,Boldore,Boldore,,,Rock,Sturdy|Weak Armor|Sand Force,hp=70/atk=105/def=105/spa=50/spd=40/spe=20,Roggenrola,Gigalith,,25,,,,,,,,,True,14,stoneedge|sandstorm|stealthrock|rockblast,True,,True,True,True,True,False,evolution_trade_not_supported:Gigalith,Gigalith: trade evolution not supported
526,Gigalith,Gigalith,,,Rock,Sturdy|Sand Stream|Sand Force,hp=85/atk=135/def=130/spa=60/spd=80/spe=25,Boldore,,trade,,,,,,,,,,True,14,stoneedge|sandstorm|stealthrock|rockblast,True,,True,True,True,True,False,,
527,Woobat,Woobat,,,Psychic/Flying,Unaware|Klutz|Simple,hp=65/atk=45/def=43/spa=55/spd=43/spe=72,,Swoobat,,,,,,,,,,,True,15,futuresight|calmmind|psychic|airslash,True,,True,True,True,True,False,evolution_levelFriendship_not_supported:Swoobat,Swoobat: levelFriendship not supported
528,Swoobat,Swoobat,,,Psychic/Flying,Unaware|Klutz|Simple,hp=67/atk=57/def=55/spa=77/spd=55/spe=114,Woobat,,levelFriendship,,,,,,,,,,True,15,futuresight|calmmind|psychic|airslash,True,,True,True,True,True,False,,
529,Drilbur,Drilbur,,,Ground,Sand Rush|Sand Force|Mold Breaker,hp=60/atk=85/def=40/spa=30/spd=45/spe=68,,Excadrill,,,,,,,,,,,True,16,fissure|earthquake|drillrun|dig,True,,True,True,True,True,False,,
530,Excadrill,Excadrill,,,Ground/Steel,Sand Rush|Sand Force|Mold Breaker,hp=110/atk=135/def=60/spa=50/spd=65/spe=88,Drilbur,,,31,,,,,,,,,True,18,drillrun|earthquake|dig|metalclaw,True,,True,True,True,True,False,,
531,Audino,Audino,,,Normal,Healer|Regenerator|Klutz,hp=103/atk=60/def=86/spa=60/spd=86/spe=50,,,,,,,,,,,,,True,21,doubleedge|simplebeam|afteryou|hypervoice,True,,True,True,True,True,False,,
531,Audinomega,Audino-Mega,Audino,Mega,Normal/Fairy,Healer,hp=103/atk=60/def=126/spa=80/spd=126/spe=50,,,,,,,baseSpecies|forme=Mega|requiredItem,Audinite,,,,,False,0,Struggle,True,,True,True,False,False,False,no_learnset_entry; no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing,
532,Timburr,Timburr,,,Fighting,Guts|Sheer Force|Iron Fist,hp=75/atk=80/def=55/spa=25/spd=35/spe=35,,Gurdurr,,,,,,,,,,,True,17,superpower|focuspunch|hammerarm|dynamicpunch,True,,True,True,True,True,False,,
533,Gurdurr,Gurdurr,,,Fighting,Guts|Sheer Force|Iron Fist,hp=85/atk=105/def=85/spa=40/spd=50/spe=40,Timburr,Conkeldurr,,25,,,,,,,,,True,17,hammerarm|dynamicpunch|bulkup|wakeupslap,True,,True,True,True,True,False,evolution_trade_not_supported:Conkeldurr,Conkeldurr: trade evolution not supported
534,Conkeldurr,Conkeldurr,,,Fighting,Guts|Sheer Force|Iron Fist,hp=105/atk=140/def=95/spa=55/spd=65/spe=45,Gurdurr,,trade,,,,,,,,,,True,17,hammerarm|dynamicpunch|bulkup|wakeupslap,True,,True,True,True,True,False,,
535,Tympole,Tympole,,,Water,Swift Swim|Hydration|Water Absorb,hp=50/atk=50/def=40/spa=50/spd=40/spe=64,,Palpitoad,,,,,,,,,,,True,15,hydropump|raindance|muddywater|aquaring,True,,True,True,True,True,False,,
536,Palpitoad,Palpitoad,,,Water/Ground,Swift Swim|Hydration|Water Absorb,hp=75/atk=65/def=55/spa=65/spd=55/spe=69,Tympole,Seismitoad,,25,,,,,,,,,True,15,muddywater|hydropump|aquaring|raindance,True,,True,True,True,True,False,,
537,Seismitoad,Seismitoad,,,Water/Ground,Swift Swim|Poison Touch|Water Absorb,hp=105/atk=95/def=75/spa=85/spd=75/spe=74,Palpitoad,,,36,,,,,,,,,True,17,aquaring|raindance|muddywater|bubblebeam,True,,True,True,True,True,False,,
538,Throh,Throh,,,Fighting,Guts|Inner Focus|Mold Breaker,hp=120/atk=100/def=85/spa=30/spd=85/spe=45,,,,,,,,,,,,,True,16,reversal|superpower|seismictoss|circlethrow,True,,True,True,True,True,False,,
539,Sawk,Sawk,,,Fighting,Sturdy|Inner Focus|Mold Breaker,hp=75/atk=125/def=75/spa=30/spd=75/spe=85,,,,,,,,,,,,,True,15,reversal|closecombat|quickguard|counter,True,,True,True,True,True,False,,
540,Sewaddle,Sewaddle,,,Bug/Grass,Swarm|Chlorophyll|Overcoat,hp=45/atk=53/def=70/spa=40/spd=60/spe=42,,Swadloon,,,,,,,,,,,True,9,bugbuzz|stickyweb|strugglebug|razorleaf,True,,True,True,True,True,False,,
541,Swadloon,Swadloon,,,Bug/Grass,Leaf Guard|Chlorophyll|Overcoat,hp=55/atk=63/def=90/spa=50/spd=80/spe=42,Sewaddle,Leavanny,,20,,,,,,,,,True,11,bugbuzz|stickyweb|strugglebug|bugbite,True,,True,True,True,True,False,evolution_levelFriendship_not_supported:Leavanny,Leavanny: levelFriendship not supported
542,Leavanny,Leavanny,,,Bug/Grass,Swarm|Chlorophyll|Overcoat,hp=75/atk=103/def=80/spa=70/spd=80/spe=92,Swadloon,,levelFriendship,,,,,,,,,,True,14,leafstorm|xscissor|leafblade|fellstinger,True,,True,True,True,True,False,,
543,Venipede,Venipede,,,Bug/Poison,Poison Point|Swarm|Speed Boost,hp=30/atk=45/def=59/spa=30/spd=39/spe=57,,Whirlipede,,,,,,,,,,,True,16,venomdrench|toxic|steamroller|venoshock,True,,True,True,True,True,False,,
544,Whirlipede,Whirlipede,,,Bug/Poison,Poison Point|Swarm|Speed Boost,hp=40/atk=55/def=99/spa=40/spd=79/spe=47,Venipede,Scolipede,,22,,,,,,,,,True,17,venomdrench|toxic|steamroller|venoshock,True,,True,True,True,True,False,,
545,Scolipede,Scolipede,,,Bug/Poison,Poison Point|Swarm|Speed Boost,hp=60/atk=100/def=89/spa=55/spd=69/spe=112,Whirlipede,,,30,,,,,,,,,True,19,toxic|venomdrench|steamroller|venoshock,True,,True,True,True,True,False,,
546,Cottonee,Cottonee,,,Grass/Fairy,Prankster|Infiltrator|Chlorophyll,hp=40/atk=27/def=60/spa=37/spd=50/spe=66,,Whimsicott,,,,,,,,,,,True,17,solarbeam|cottonguard|energyball|cottonspore,True,,True,True,True,True,False,,
547,Whimsicott,Whimsicott,,,Grass/Fairy,Prankster|Infiltrator|Chlorophyll,hp=60/atk=67/def=85/spa=77/spd=75/spe=116,Cottonee,,useItem,,Sun Stone,,,,,,,,True,22,moonblast|absorb|charm|cottonguard,True,,True,True,True,True,False,,
548,Petilil,Petilil,,,Grass,Chlorophyll|Own Tempo|Leaf Guard,hp=45/atk=35/def=50/spa=70/spd=50/spe=30,,Lilligant|Lilligant-Hisui,,,,,,,,,,,True,17,leafstorm|energyball|synthesis|aromatherapy,True,,True,True,True,True,False,evolution_target_not_resolved_by_current_lookup:Lilligant-Hisui; evolution_branching_selection_partial,Lilligant-Hisui: current evolution lookup cannot resolve canonical/form name branching evolution selection is only partial
549,Lilligant,Lilligant,,,Grass,Chlorophyll|Own Tempo|Leaf Guard,hp=70/atk=60/def=75/spa=110/spd=75/spe=90,Petilil,,useItem,,Sun Stone,,,,,,,,True,21,petalblizzard|petaldance|magicalleaf|absorb,True,,True,True,True,True,False,,
549,Lilliganthisui,Lilligant-Hisui,Lilligant,Hisui,Grass/Fighting,Chlorophyll|Hustle|Leaf Guard,hp=70/atk=105/def=75/spa=50/spd=75/spe=105,Petilil,,useItem,,Sun Stone,,baseSpecies|forme=Hisui,,,,,,True,0,Struggle,True,,True,True,False,False,False,no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; alternate_form_selection_runtime_missing,
550,Basculin,Basculin,,,Water,Reckless|Adaptability|Mold Breaker,hp=70/atk=92/def=65/spa=80/spd=55/spe=98,,,,,,,,,,,,,True,19,aquatail|wavecrash|soak|aquajet,True,,True,True,False,False,False,exp_ev_canonical_lookup_miss; exp_ev_data_missing,
550,Basculinbluestriped,Basculin-Blue-Striped,Basculin,Blue-Striped,Water,Rock Head|Adaptability|Mold Breaker,hp=70/atk=92/def=65/spa=80/spd=55/spe=98,,,,,,,baseSpecies|forme=Blue-Striped,,,,,,False,0,Struggle,True,,True,True,False,False,False,no_learnset_entry; no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; alternate_form_selection_runtime_missing,
550,Basculinwhitestriped,Basculin-White-Striped,Basculin,White-Striped,Water,Rattled|Adaptability|Mold Breaker,hp=70/atk=92/def=65/spa=80/spd=55/spe=98,,Basculegion|Basculegion-F,,,,,baseSpecies|forme=White-Striped,,,,,,True,0,Struggle,True,,True,True,False,False,False,no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; alternate_form_selection_runtime_missing; evolution_other_not_supported:Basculegion; evolution_target_not_resolved_by_current_lookup:Basculegion-F; evolution_other_not_supported:Basculegion-F; evolution_branching_selection_partial,Basculegion: other not supported Basculegion-F: current evolution lookup cannot resolve canonical/form name Basculegion-F: other not supported branching evolution selection is only partial
551,Sandile,Sandile,,,Ground/Dark,Intimidate|Moxie|Anger Point,hp=50/atk=72/def=35/spa=35/spd=35/spe=65,,Krokorok,,,,,,,,,,,True,19,earthquake|foulplay|dig|crunch,True,,True,True,True,True,False,,
552,Krokorok,Krokorok,,,Ground/Dark,Intimidate|Moxie|Anger Point,hp=60/atk=82/def=45/spa=45/spd=45/spe=74,Sandile,Krookodile,,29,,,,,,,,,True,19,earthquake|foulplay|dig|crunch,True,,True,True,True,True,False,,
553,Krookodile,Krookodile,,,Ground/Dark,Intimidate|Moxie|Anger Point,hp=95/atk=117/def=80/spa=65/spd=70/spe=92,Krokorok,,,40,,,,,,,,,True,20,earthquake|foulplay|dig|crunch,True,,True,True,True,True,False,,
554,Darumaka,Darumaka,,,Fire,Hustle|Inner Focus,hp=70/atk=90/def=45/spa=15/spd=45/spe=50,,Darmanitan,,,,,,,,,,,True,18,overheat|flareblitz|firepunch|firefang,True,,True,True,True,True,False,,
554,Darumakagalar,Darumaka-Galar,Darumaka,Galar,Ice,Hustle|Inner Focus,hp=70/atk=90/def=45/spa=15/spd=45/spe=50,,Darmanitan-Galar,,,,,baseSpecies|forme=Galar,,,,,,True,0,Struggle,True,,True,True,False,False,False,no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; alternate_form_selection_runtime_missing; evolution_target_not_resolved_by_current_lookup:Darmanitan-Galar,Darmanitan-Galar: current evolution lookup cannot resolve canonical/form name
555,Darmanitan,Darmanitan,,,Fire,Sheer Force|Zen Mode,hp=105/atk=140/def=55/spa=30/spd=55/spe=95,Darumaka,,,35,,,,,,,,,True,20,flareblitz|firepunch|firefang|incinerate,True,,True,True,False,False,False,exp_ev_canonical_lookup_miss; exp_ev_data_missing,
555,Darmanitangalar,Darmanitan-Galar,Darmanitan,Galar,Ice,Gorilla Tactics|Zen Mode,hp=105/atk=140/def=55/spa=30/spd=55/spe=95,Darumaka-Galar,,useItem,,Ice Stone,,baseSpecies|forme=Galar,,,,,,True,0,Struggle,True,,True,True,False,False,False,no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; alternate_form_selection_runtime_missing,
555,Darmanitangalarzen,Darmanitan-Galar-Zen,Darmanitan,Galar-Zen,Ice/Fire,Zen Mode,hp=105/atk=160/def=55/spa=30/spd=55/spe=135,,,,,,,baseSpecies|forme=Galar-Zen|battleOnly|requiredAbility,,,Zen Mode,Darmanitan-Galar,,False,0,Struggle,True,,True,True,False,False,False,no_learnset_entry; no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; form_trigger_specific_runtime_not_fully_verified,
555,Darmanitanzen,Darmanitan-Zen,Darmanitan,Zen,Fire/Psychic,Zen Mode,hp=105/atk=30/def=105/spa=140/spd=105/spe=55,,,,,,,baseSpecies|forme=Zen|battleOnly|requiredAbility,,,Zen Mode,Darmanitan,,False,0,Struggle,True,,True,True,False,False,False,no_learnset_entry; no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; form_trigger_specific_runtime_not_fully_verified,
556,Maractus,Maractus,,,Grass,Water Absorb|Chlorophyll|Storm Drain,hp=75/atk=86/def=67/spa=106/spd=67/spe=60,,,,,,,,,,,,,True,21,solarbeam|petalblizzard|cottonspore|petaldance,True,,True,True,True,True,False,,
557,Dwebble,Dwebble,,,Bug/Rock,Sturdy|Shell Armor|Weak Armor,hp=50/atk=65/def=85/spa=35/spd=35/spe=55,,Crustle,,,,,,,,,,,True,15,rockwrecker|rockpolish|xscissor|rockblast,True,,True,True,True,True,False,,
558,Crustle,Crustle,,,Bug/Rock,Sturdy|Shell Armor|Weak Armor,hp=70/atk=105/def=125/spa=65/spd=75/spe=45,Dwebble,,,34,,,,,,,,,True,15,rockpolish|xscissor|rockblast|rockslide,True,,True,True,True,True,False,,
559,Scraggy,Scraggy,,,Dark/Fighting,Shed Skin|Moxie|Intimidate,hp=50/atk=75/def=70/spa=35/spd=70/spe=48,,Scrafty,,,,,,,,,,,True,19,focuspunch|highjumpkick|crunch|brickbreak,True,,True,True,True,True,False,,
560,Scrafty,Scrafty,,,Dark/Fighting,Shed Skin|Moxie|Intimidate,hp=65/atk=90/def=115/spa=45/spd=115/spe=58,Scraggy,,,39,,,,,,,,,True,19,highjumpkick|crunch|brickbreak|beatup,True,,True,True,True,True,False,,
561,Sigilyph,Sigilyph,,,Psychic/Flying,Wonder Skin|Magic Guard|Tinted Lens,hp=72/atk=58/def=80/spa=103/spd=80/spe=97,,,,,,,,,,,,,True,19,lightscreen|reflect|skyattack|cosmicpower,True,,True,True,True,True,False,,
562,Yamask,Yamask,,,Ghost,Mummy,hp=38/atk=30/def=85/spa=55/spd=65/spe=30,,Cofagrigus,,,,,,,,,,,True,17,destinybond|grudge|shadowball|curse,True,,True,True,True,True,False,,
562,Yamaskgalar,Yamask-Galar,Yamask,Galar,Ground/Ghost,Wandering Spirit,hp=38/atk=55/def=85/spa=30/spd=65/spe=30,,Runerigus,,,,,baseSpecies|forme=Galar,,,,,,True,0,Struggle,True,,True,True,False,False,False,no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; alternate_form_selection_runtime_missing; evolution_other_not_supported:Runerigus,Runerigus: other not supported
563,Cofagrigus,Cofagrigus,,,Ghost,Mummy,hp=58/atk=50/def=145/spa=95/spd=105/spe=30,Yamask,,,34,,,,,,,,,True,19,grudge|shadowball|curse|ominouswind,True,,True,True,True,True,False,,
564,Tirtouga,Tirtouga,,,Water/Rock,Solid Rock|Sturdy|Swift Swim,hp=54/atk=78/def=103/spa=53/spd=45/spe=22,,Carracosta,,,,,,,,,,,True,19,hydropump|raindance|rockslide|aquatail,True,,True,True,True,True,False,,
565,Carracosta,Carracosta,,,Water/Rock,Solid Rock|Sturdy|Swift Swim,hp=74/atk=108/def=133/spa=83/spd=65/spe=32,Tirtouga,,,37,,,,,,,,,True,19,hydropump|aquatail|raindance|smackdown,True,,True,True,True,True,False,,
566,Archen,Archen,,,Rock/Flying,Defeatist,hp=55/atk=112/def=45/spa=74/spd=45/spe=70,,Archeops,,,,,,,,,,,True,19,rockslide|tailwind|acrobatics|ancientpower,True,,True,True,True,True,False,,
567,Archeops,Archeops,,,Rock/Flying,Defeatist,hp=75/atk=140/def=65/spa=112/spd=65/spe=110,Archen,,,37,,,,,,,,,True,19,tailwind|acrobatics|rockslide|ancientpower,True,,True,True,True,True,False,,
568,Trubbish,Trubbish,,,Poison,Stench|Sticky Hold|Aftermath,hp=50/atk=50/def=62/spa=40/spd=62/spe=65,,Garbodor,,,,,,,,,,,True,18,gunkshot|belch|toxic|clearsmog,True,,True,True,True,True,False,,
569,Garbodor,Garbodor,,,Poison,Stench|Weak Armor|Aftermath,hp=80/atk=95/def=82/spa=60/spd=82/spe=75,Trubbish,,,36,,,canGigantamax,,,,,,True,20,belch|gunkshot|toxic|clearsmog,True,,True,True,True,True,False,gigantamax_runtime_selection_missing,
569,Garbodorgmax,Garbodor-Gmax,Garbodor,Gmax,Poison,Stench|Weak Armor|Aftermath,hp=80/atk=95/def=82/spa=60/spd=82/spe=75,,,,,,,baseSpecies|forme=Gmax|changesFrom,,,,,Garbodor,False,0,Struggle,True,,True,True,False,False,False,no_learnset_entry; no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; form_trigger_specific_runtime_not_fully_verified; gigantamax_runtime_selection_missing,
570,Zorua,Zorua,,,Dark,Illusion,hp=40/atk=65/def=40/spa=80/spd=40/spe=65,,Zoroark,,,,,,,,,,,True,18,nastyplot|foulplay|punishment|embargo,True,,True,True,True,True,False,,
570,Zoruahisui,Zorua-Hisui,Zorua,Hisui,Normal/Ghost,Illusion,hp=35/atk=60/def=40/spa=85/spd=40/spe=70,,Zoroark-Hisui,,,,,baseSpecies|forme=Hisui,,,,,,True,0,Struggle,True,,True,True,False,False,False,no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; alternate_form_selection_runtime_missing; evolution_target_not_resolved_by_current_lookup:Zoroark-Hisui,Zoroark-Hisui: current evolution lookup cannot resolve canonical/form name
571,Zoroark,Zoroark,,,Dark,Illusion,hp=60/atk=105/def=60/spa=120/spd=60/spe=105,Zorua,,,30,,,,,,,,,True,20,punishment|nightdaze|embargo|torment,True,,True,True,True,True,False,,
571,Zoroarkhisui,Zoroark-Hisui,Zoroark,Hisui,Normal/Ghost,Illusion,hp=55/atk=100/def=60/spa=125/spd=60/spe=110,Zorua-Hisui,,,30,,,baseSpecies|forme=Hisui,,,,,,True,0,Struggle,True,,True,True,False,False,False,no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; alternate_form_selection_runtime_missing,
572,Minccino,Minccino,,,Normal,Cute Charm|Technician|Skill Link,hp=55/atk=50/def=40/spa=40/spd=40/spe=75,,Cinccino,,,,,,,,,,,True,18,afteryou|lastresort|hypervoice|slam,True,,True,True,True,True,False,,
573,Cinccino,Cinccino,,,Normal,Cute Charm|Technician|Skill Link,hp=75/atk=95/def=60/spa=65/spd=60/spe=115,Minccino,,useItem,,Shiny Stone,,,,,,,,True,16,tailslap|afteryou|echoedvoice|encore,True,,True,True,True,True,False,,
574,Gothita,Gothita,,,Psychic,Frisk|Competitive|Shadow Tag,hp=45/atk=30/def=50/spa=55/spd=65/spe=45,,Gothorita,,,,,,,,,,,True,19,magicroom|futuresight|telekinesis|psychic,True,,True,True,True,True,False,,
575,Gothorita,Gothorita,,,Psychic,Frisk|Competitive|Shadow Tag,hp=60/atk=45/def=70/spa=75/spd=85/spe=55,Gothita,Gothitelle,,32,,,,,,,,,True,19,telekinesis|psychic|healblock|futuresight,True,,True,True,True,True,False,,
576,Gothitelle,Gothitelle,,,Psychic,Frisk|Competitive|Shadow Tag,hp=70/atk=55/def=95/spa=95/spd=110/spe=65,Gothorita,,,41,,,,,,,,,True,19,telekinesis|psychic|healblock|futuresight,True,,True,True,True,True,False,,
577,Solosis,Solosis,,,Psychic,Overcoat|Magic Guard|Regenerator,hp=45/atk=30/def=40/spa=105/spd=50/spe=20,,Duosion,,,,,,,,,,,True,20,wonderroom|healblock|futuresight|skillswap,True,,True,True,True,True,False,,
578,Duosion,Duosion,,,Psychic,Overcoat|Magic Guard|Regenerator,hp=65/atk=40/def=50/spa=125/spd=60/spe=30,Solosis,Reuniclus,,32,,,,,,,,,True,20,healblock|skillswap|psychic|futuresight,True,,True,True,True,True,False,,
579,Reuniclus,Reuniclus,,,Psychic,Overcoat|Magic Guard|Regenerator,hp=110/atk=65/def=75/spa=125/spd=85/spe=30,Duosion,,,41,,,,,,,,,True,22,skillswap|psychic|futuresight|allyswitch,True,,True,True,True,True,False,,
580,Ducklett,Ducklett,,,Water/Flying,Keen Eye|Big Pecks|Hydration,hp=62/atk=44/def=50/spa=44/spd=50/spe=55,,Swanna,,,,,,,,,,,True,15,hurricane|bravebird|tailwind|raindance,True,,True,True,True,True,False,,
581,Swanna,Swanna,,,Water/Flying,Keen Eye|Big Pecks|Hydration,hp=75/atk=87/def=63/spa=87/spd=63/spe=98,Ducklett,,,35,,,,,,,,,True,15,bravebird|tailwind|raindance|roost,True,,True,True,True,True,False,,
582,Vanillite,Vanillite,,,Ice,Ice Body|Snow Cloak|Weak Armor,hp=36/atk=50/def=50/spa=65/spd=60/spe=44,,Vanillish,,,,,,,,,,,True,15,blizzard|sheercold|hail|icebeam,True,,True,True,True,True,False,,
583,Vanillish,Vanillish,,,Ice,Ice Body|Snow Cloak|Weak Armor,hp=51/atk=65/def=65/spa=80/spd=75/spe=59,Vanillite,Vanilluxe,,35,,,,,,,,,True,15,blizzard|icebeam|hail|iciclespear,True,,True,True,True,True,False,,
584,Vanilluxe,Vanilluxe,,,Ice,Ice Body|Snow Warning|Weak Armor,hp=71/atk=95/def=85/spa=110/spd=95/spe=79,Vanillish,,,47,,,,,,,,,True,18,icebeam|hail|iciclespear|avalanche,True,,True,True,True,True,False,,
585,Deerling,Deerling,,,Normal/Grass,Chlorophyll|Sap Sipper|Serene Grace,hp=60/atk=60/def=50/spa=40/spd=50/spe=75,,Sawsbuck,,,,,,,,,,,True,17,doubleedge|solarbeam|naturepower|energyball,True,,True,True,True,True,False,,
586,Sawsbuck,Sawsbuck,,,Normal/Grass,Chlorophyll|Sap Sipper|Serene Grace,hp=80/atk=100/def=70/spa=60/spd=70/spe=95,Deerling,,,34,,,,,,,,,True,19,doubleedge|naturepower|hornleech|energyball,True,,True,True,True,True,False,,
587,Emolga,Emolga,,,Electric/Flying,Static|Motor Drive,hp=55/atk=75/def=60/spa=75/spd=60/spe=103,,,,,,,,,,,,,True,16,discharge|voltswitch|spark|acrobatics,True,,True,True,True,True,False,,
588,Karrablast,Karrablast,,,Bug,Swarm|Shed Skin|No Guard,hp=50/atk=75/def=45/spa=40/spd=45/spe=60,,Escavalier,,,,,,,,,,,True,16,bugbuzz|xscissor|furycutter|flail,True,,True,True,True,True,False,evolution_trade_not_supported:Escavalier,Escavalier: trade evolution not supported
589,Escavalier,Escavalier,,,Bug/Steel,Swarm|Shell Armor|Overcoat,hp=70/atk=135/def=105/spa=60/spd=105/spe=20,Karrablast,,trade,,,with a Shelmet,,,,,,,True,24,bugbuzz|xscissor|irondefense|ironhead,True,,True,True,True,True,False,,
590,Foongus,Foongus,,,Grass/Poison,Effect Spore|Regenerator,hp=69/atk=55/def=45/spa=55/spd=55/spe=15,,Amoonguss,,,,,,,,,,,True,16,spore|solarbeam|clearsmog|toxic,True,,True,True,True,True,False,,
591,Amoonguss,Amoonguss,,,Grass/Poison,Effect Spore|Regenerator,hp=114/atk=85/def=70/spa=85/spd=80/spe=30,Foongus,,,39,,,,,,,,,True,16,solarbeam|clearsmog|toxic|synthesis,True,,True,True,True,True,False,,
592,Frillish,Frillish,,,Water/Ghost,Water Absorb|Cursed Body|Damp,hp=55/atk=40/def=50/spa=65/spd=85/spe=40,,Jellicent,,,,,,,,,,,True,19,hydropump|waterspout|destinybond|hex,True,,True,True,True,True,False,,
593,Jellicent,Jellicent,,,Water/Ghost,Water Absorb|Cursed Body|Damp,hp=100/atk=60/def=70/spa=85/spd=105/spe=60,Frillish,,,40,,,,,,,,,True,20,destinybond|hex|hydropump|raindance,True,,True,True,True,True,False,,
594,Alomomola,Alomomola,,,Water,Healer|Hydration|Regenerator,hp=165/atk=75/def=80/spa=40/spd=45/spe=65,,,,,,,,,,,,,True,19,whirlpool|brine|soak|waterpulse,True,,True,True,True,True,False,,
595,Joltik,Joltik,,,Bug/Electric,Compound Eyes|Unnerve|Swarm,hp=50/atk=47/def=50/spa=57/spd=50/spe=65,,Galvantula,,,,,,,,,,,True,17,bugbuzz|discharge|signalbeam|electroball,True,,True,True,True,True,False,,
596,Galvantula,Galvantula,,,Bug/Electric,Compound Eyes|Unnerve|Swarm,hp=70/atk=77/def=60/spa=97/spd=60/spe=108,Joltik,,,36,,,,,,,,,True,18,discharge|signalbeam|electroball|bugbite,True,,True,True,True,True,False,,
597,Ferroseed,Ferroseed,,,Grass/Steel,Iron Barbs,hp=44/atk=50/def=91/spa=24/spd=86/spe=10,,Ferrothorn,,,,,,,,,,,True,15,gyroball|ironhead|ingrain|irondefense,True,,True,True,True,True,False,,
