dex_key,name,num,type,category,base_power,accuracy,pp,priority,target,flags,coverage_status,mechanics,contract_count,contracts,callbacks,is_nonstandard
Meteorassault,Meteor Assault,794,Fighting,Physical,150,100,5,0,normal,failinstruct; mirror; protect; recharge,mechanic_contract,damage; volatile,0,,,Past
meteorbeam,Meteor Beam,800,Rock,Special,120,90,10,0,normal,charge; metronome; mirror; protect,mechanic_contract,callback_behavior; damage; random_branch,0,,onTryMove=Meteorbeam.onTryMove,
Meteorbeam,Meteor Beam,800,Rock,Special,120,90,10,0,normal,charge; metronome; mirror; protect,mechanic_contract,callback_behavior; damage; random_branch,0,,onTryMove=Meteorbeam.onTryMove,
meteormash,Meteor Mash,309,Steel,Physical,90,90,10,0,normal,contact; metronome; mirror; protect; punch,mechanic_contract,damage; random_branch; secondary_effect,0,,,
Meteormash,Meteor Mash,309,Steel,Physical,90,90,10,0,normal,contact; metronome; mirror; protect; punch,mechanic_contract,damage; random_branch; secondary_effect,0,,,
metronome,Metronome,118,Normal,Status,0,True,10,0,self,failcopycat; failencore; failinstruct; failmimic; noassist; nosleeptalk,explicit_contract,callback_behavior,1,metronome calls a move from the deterministic pool,onHit=Metronome.onHit,
Metronome,Metronome,118,Normal,Status,0,True,10,0,self,failcopycat; failencore; failinstruct; failmimic; noassist; nosleeptalk,explicit_contract,callback_behavior,1,metronome calls a move from the deterministic pool,onHit=Metronome.onHit,
mightycleave,Mighty Cleave,910,Rock,Physical,95,100,5,0,normal,contact; metronome; mirror; slicing,mechanic_contract,damage,0,,,
Mightycleave,Mighty Cleave,910,Rock,Physical,95,100,5,0,normal,contact; metronome; mirror; slicing,mechanic_contract,damage,0,,,
milkdrink,Milk Drink,208,Normal,Status,0,True,5,0,self,heal; metronome; snatch,mechanic_contract,healing,0,,,
Milkdrink,Milk Drink,208,Normal,Status,0,True,5,0,self,heal; metronome; snatch,mechanic_contract,healing,0,,,
mimic,Mimic,102,Normal,Status,0,True,10,0,normal,allyanim; bypasssub; failcopycat; failencore; failinstruct; failmimic; noassist; nosleeptalk; protect,explicit_contract,callback_behavior,1,mimic copies the target's last move into the user's move slot,onHit=Mimic.onHit,
Mimic,Mimic,102,Normal,Status,0,True,10,0,normal,allyanim; bypasssub; failcopycat; failencore; failinstruct; failmimic; noassist; nosleeptalk; protect,explicit_contract,callback_behavior,1,mimic copies the target's last move into the user's move slot,onHit=Mimic.onHit,
mindblown,Mind Blown,720,Fire,Special,150,100,5,0,allAdjacent,mirror; protect,mechanic_contract,callback_behavior; damage,0,,onAfterMove=Mindblown.onAfterMove,Past
Mindblown,Mind Blown,720,Fire,Special,150,100,5,0,allAdjacent,mirror; protect,mechanic_contract,callback_behavior; damage,0,,onAfterMove=Mindblown.onAfterMove,Past
mindreader,Mind Reader,170,Normal,Status,0,True,5,0,normal,metronome; mirror; protect,explicit_contract,callback_behavior,1,mind reader marks the user with lock-on volatile,onHit=Mindreader.onHit; onTryHit=Mindreader.onTryHit,Past
Mindreader,Mind Reader,170,Normal,Status,0,True,5,0,normal,metronome; mirror; protect,explicit_contract,callback_behavior,1,mind reader marks the user with lock-on volatile,onHit=Mindreader.onHit; onTryHit=Mindreader.onTryHit,Past
minimize,Minimize,107,Normal,Status,0,True,10,0,self,metronome; snatch,mechanic_contract,stat_boost; volatile,0,,,
Minimize,Minimize,107,Normal,Status,0,True,10,0,self,metronome; snatch,mechanic_contract,stat_boost; volatile,0,,,
miracleeye,Miracle Eye,357,Psychic,Status,0,True,40,0,normal,bypasssub; metronome; mirror; protect; reflectable,mechanic_contract,callback_behavior; volatile,0,,onTryHit=Miracleeye.onTryHit,Past
Miracleeye,Miracle Eye,357,Psychic,Status,0,True,40,0,normal,bypasssub; metronome; mirror; protect; reflectable,mechanic_contract,callback_behavior; volatile,0,,onTryHit=Miracleeye.onTryHit,Past
mirrorcoat,Mirror Coat,243,Psychic,Special,0,100,20,-5,scripted,failmefirst; noassist; protect,mechanic_contract,callback_behavior; callback_damage; priority,0,,damageCallback=Mirrorcoat.damageCallback; onTry=Mirrorcoat.onTry,
Mirrorcoat,Mirror Coat,243,Psychic,Special,0,100,20,-5,scripted,failmefirst; noassist; protect,mechanic_contract,callback_behavior; callback_damage; priority,0,,damageCallback=Mirrorcoat.damageCallback; onTry=Mirrorcoat.onTry,
mirrormove,Mirror Move,119,Flying,Status,0,True,20,0,normal,failcopycat; failencore; failinstruct; failmimic; noassist; nosleeptalk,explicit_contract,callback_behavior,1,mirror move repeats the target's last move,onTryHit=Mirrormove.onTryHit,Past
Mirrormove,Mirror Move,119,Flying,Status,0,True,20,0,normal,failcopycat; failencore; failinstruct; failmimic; noassist; nosleeptalk,explicit_contract,callback_behavior,1,mirror move repeats the target's last move,onTryHit=Mirrormove.onTryHit,Past
mirrorshot,Mirror Shot,429,Steel,Special,65,85,10,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; stat_boost,0,,,Past
Mirrorshot,Mirror Shot,429,Steel,Special,65,85,10,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; stat_boost,0,,,Past
mist,Mist,54,Ice,Status,0,True,30,0,allySide,metronome; snatch,mechanic_contract,side_condition,0,,,
Mist,Mist,54,Ice,Status,0,True,30,0,allySide,metronome; snatch,mechanic_contract,side_condition,0,,,
mistball,Mist Ball,296,Psychic,Special,95,100,5,0,normal,bullet; metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; stat_boost,0,,,
Mistball,Mist Ball,296,Psychic,Special,95,100,5,0,normal,bullet; metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; stat_boost,0,,,
mistyexplosion,Misty Explosion,802,Fairy,Special,100,100,5,0,allAdjacent,metronome; mirror; protect,mechanic_contract,callback_behavior; callback_damage; damage,0,,onBasePower=Mistyexplosion.onBasePower,
Mistyexplosion,Misty Explosion,802,Fairy,Special,100,100,5,0,allAdjacent,metronome; mirror; protect,mechanic_contract,callback_behavior; callback_damage; damage,0,,onBasePower=Mistyexplosion.onBasePower,
mistyterrain,Misty Terrain,581,Fairy,Status,0,True,10,0,all,metronome; nonsky,mechanic_contract,field_condition; terrain,0,,,
Mistyterrain,Misty Terrain,581,Fairy,Status,0,True,10,0,all,metronome; nonsky,mechanic_contract,field_condition; terrain,0,,,
moonblast,Moonblast,585,Fairy,Special,95,100,15,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; stat_boost,0,,,
Moonblast,Moonblast,585,Fairy,Special,95,100,15,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; stat_boost,0,,,
moongeistbeam,Moongeist Beam,714,Ghost,Special,100,100,5,0,normal,mirror; protect,mechanic_contract,damage,0,,,
Moongeistbeam,Moongeist Beam,714,Ghost,Special,100,100,5,0,normal,mirror; protect,mechanic_contract,damage,0,,,
moonlight,Moonlight,236,Fairy,Status,0,True,5,0,self,heal; metronome; snatch,explicit_contract,callback_behavior,1,moonlight restores half max hp in neutral weather,onHit=Moonlight.onHit,
Moonlight,Moonlight,236,Fairy,Status,0,True,5,0,self,heal; metronome; snatch,explicit_contract,callback_behavior,1,moonlight restores half max hp in neutral weather,onHit=Moonlight.onHit,
morningsun,Morning Sun,234,Normal,Status,0,True,5,0,self,heal; metronome; snatch,explicit_contract,callback_behavior,1,morning sun restores half max hp in neutral weather,onHit=Morningsun.onHit,
Morningsun,Morning Sun,234,Normal,Status,0,True,5,0,self,heal; metronome; snatch,explicit_contract,callback_behavior,1,morning sun restores half max hp in neutral weather,onHit=Morningsun.onHit,
mortalspin,Mortal Spin,866,Poison,Physical,30,100,15,0,allAdjacentFoes,contact; metronome; mirror; protect,mechanic_contract,callback_behavior; damage; secondary_effect; status_outcome,0,,onAfterHit=Mortalspin.onAfterHit; onAfterSubDamage=Mortalspin.onAfterSubDamage,
Mortalspin,Mortal Spin,866,Poison,Physical,30,100,15,0,allAdjacentFoes,contact; metronome; mirror; protect,mechanic_contract,callback_behavior; damage; secondary_effect; status_outcome,0,,onAfterHit=Mortalspin.onAfterHit; onAfterSubDamage=Mortalspin.onAfterSubDamage,
mountaingale,Mountain Gale,836,Ice,Physical,100,85,10,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; volatile,0,,,
Mountaingale,Mountain Gale,836,Ice,Physical,100,85,10,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; volatile,0,,,
mudbomb,Mud Bomb,426,Ground,Special,65,85,10,0,normal,bullet; metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; stat_boost,0,,,Past
Mudbomb,Mud Bomb,426,Ground,Special,65,85,10,0,normal,bullet; metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; stat_boost,0,,,Past
muddywater,Muddy Water,330,Water,Special,90,85,10,0,allAdjacentFoes,metronome; mirror; nonsky; protect,mechanic_contract,damage; random_branch; secondary_effect; stat_boost,0,,,
Muddywater,Muddy Water,330,Water,Special,90,85,10,0,allAdjacentFoes,metronome; mirror; nonsky; protect,mechanic_contract,damage; random_branch; secondary_effect; stat_boost,0,,,
mudshot,Mud Shot,341,Ground,Special,55,95,15,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; stat_boost,0,,,
Mudshot,Mud Shot,341,Ground,Special,55,95,15,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; stat_boost,0,,,
mudslap,Mud-Slap,189,Ground,Special,20,100,10,0,normal,metronome; mirror; protect,mechanic_contract,damage; secondary_effect; stat_boost,0,,,
Mudslap,Mud-Slap,189,Ground,Special,20,100,10,0,normal,metronome; mirror; protect,mechanic_contract,damage; secondary_effect; stat_boost,0,,,
mudsport,Mud Sport,300,Ground,Status,0,True,15,0,all,metronome; nonsky,explicit_contract,field_condition,1,mud sport starts field pseudo-weather,,Past
Mudsport,Mud Sport,300,Ground,Status,0,True,15,0,all,metronome; nonsky,explicit_contract,field_condition,1,mud sport starts field pseudo-weather,,Past
multiattack,Multi-Attack,718,Normal,Physical,120,100,10,0,normal,contact; metronome; mirror; protect,mechanic_contract,callback_behavior; damage,0,,onModifyType=Multiattack.onModifyType,Past
Multiattack,Multi-Attack,718,Normal,Physical,120,100,10,0,normal,contact; metronome; mirror; protect,mechanic_contract,callback_behavior; damage,0,,onModifyType=Multiattack.onModifyType,Past
mysticalfire,Mystical Fire,595,Fire,Special,75,100,10,0,normal,metronome; mirror; protect,mechanic_contract,damage; secondary_effect; stat_boost,0,,,
Mysticalfire,Mystical Fire,595,Fire,Special,75,100,10,0,normal,metronome; mirror; protect,mechanic_contract,damage; secondary_effect; stat_boost,0,,,
mysticalpower,Mystical Power,832,Psychic,Special,70,90,10,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect,0,,,
Mysticalpower,Mystical Power,832,Psychic,Special,70,90,10,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect,0,,,
nastyplot,Nasty Plot,417,Dark,Status,0,True,20,0,self,metronome; snatch,mechanic_contract,stat_boost,0,,,
Nastyplot,Nasty Plot,417,Dark,Status,0,True,20,0,self,metronome; snatch,mechanic_contract,stat_boost,0,,,
naturalgift,Natural Gift,363,Normal,Physical,0,100,15,0,normal,metronome; mirror; protect,explicit_contract,callback_behavior,1,natural gift uses held berry type and base power,onModifyType=Naturalgift.onModifyType; onPrepareHit=Naturalgift.onPrepareHit,Past
Naturalgift,Natural Gift,363,Normal,Physical,0,100,15,0,normal,metronome; mirror; protect,explicit_contract,callback_behavior,1,natural gift uses held berry type and base power,onModifyType=Naturalgift.onModifyType; onPrepareHit=Naturalgift.onPrepareHit,Past
naturepower,Nature Power,267,Normal,Status,0,True,20,0,normal,failcopycat; failencore; failinstruct; failmimic; noassist; nosleeptalk,explicit_contract,callback_behavior,1,nature power selects the terrain move and executes it,onTryHit=Naturepower.onTryHit,Past
Naturepower,Nature Power,267,Normal,Status,0,True,20,0,normal,failcopycat; failencore; failinstruct; failmimic; noassist; nosleeptalk,explicit_contract,callback_behavior,1,nature power selects the terrain move and executes it,onTryHit=Naturepower.onTryHit,Past
naturesmadness,Nature's Madness,717,Fairy,Special,0,90,10,0,normal,mirror; protect,mechanic_contract,callback_behavior; callback_damage; random_branch,0,,damageCallback=Naturesmadness.damageCallback,Past
Naturesmadness,Nature's Madness,717,Fairy,Special,0,90,10,0,normal,mirror; protect,mechanic_contract,callback_behavior; callback_damage; random_branch,0,,damageCallback=Naturesmadness.damageCallback,Past
needlearm,Needle Arm,302,Grass,Physical,60,100,15,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; volatile,0,,,Past
Needlearm,Needle Arm,302,Grass,Physical,60,100,15,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; volatile,0,,,Past
neverendingnightmare,Never-Ending Nightmare,636,Ghost,Physical,1,True,1,0,normal,,mechanic_contract,damage,0,,,Past
Neverendingnightmare,Never-Ending Nightmare,636,Ghost,Physical,1,True,1,0,normal,,mechanic_contract,damage,0,,,Past
nightdaze,Night Daze,539,Dark,Special,85,95,10,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; stat_boost,0,,,
Nightdaze,Night Daze,539,Dark,Special,85,95,10,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; stat_boost,0,,,
nightmare,Nightmare,171,Ghost,Status,0,100,15,0,normal,metronome; mirror; protect,mechanic_contract,volatile,0,,,Past
Nightmare,Nightmare,171,Ghost,Status,0,100,15,0,normal,metronome; mirror; protect,mechanic_contract,volatile,0,,,Past
nightshade,Night Shade,101,Ghost,Special,0,100,15,0,normal,metronome; mirror; protect,explicit_contract,fixed_damage,2,night shade deals user-level fixed damage; night shade respects normal-type immunity,,
Nightshade,Night Shade,101,Ghost,Special,0,100,15,0,normal,metronome; mirror; protect,explicit_contract,fixed_damage,2,night shade deals user-level fixed damage; night shade respects normal-type immunity,,
nightslash,Night Slash,400,Dark,Physical,70,100,15,0,normal,contact; metronome; mirror; protect; slicing,mechanic_contract,damage,0,,,
Nightslash,Night Slash,400,Dark,Physical,70,100,15,0,normal,contact; metronome; mirror; protect; slicing,mechanic_contract,damage,0,,,
nobleroar,Noble Roar,568,Normal,Status,0,100,30,0,normal,bypasssub; metronome; mirror; protect; reflectable; sound,mechanic_contract,stat_boost,0,,,
Nobleroar,Noble Roar,568,Normal,Status,0,100,30,0,normal,bypasssub; metronome; mirror; protect; reflectable; sound,mechanic_contract,stat_boost,0,,,
noretreat,No Retreat,748,Fighting,Status,0,True,5,0,self,metronome; snatch,mechanic_contract,callback_behavior; stat_boost; volatile,0,,onTry=Noretreat.onTry,
Noretreat,No Retreat,748,Fighting,Status,0,True,5,0,self,metronome; snatch,mechanic_contract,callback_behavior; stat_boost; volatile,0,,onTry=Noretreat.onTry,
noxioustorque,Noxious Torque,898,Poison,Physical,100,100,10,0,normal,failcopycat; failencore; failinstruct; failmefirst; failmimic; noassist; nosleeptalk; protect,mechanic_contract,damage; random_branch; secondary_effect; status_outcome,0,,,Unobtainable
Noxioustorque,Noxious Torque,898,Poison,Physical,100,100,10,0,normal,failcopycat; failencore; failinstruct; failmefirst; failmimic; noassist; nosleeptalk; protect,mechanic_contract,damage; random_branch; secondary_effect; status_outcome,0,,,Unobtainable
nuzzle,Nuzzle,609,Electric,Physical,20,100,20,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; secondary_effect; status_outcome,0,,,
Nuzzle,Nuzzle,609,Electric,Physical,20,100,20,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; secondary_effect; status_outcome,0,,,
oblivionwing,Oblivion Wing,613,Flying,Special,80,100,10,0,any,distance; heal; metronome; mirror; protect,mechanic_contract,damage; drain,0,,,Past
Oblivionwing,Oblivion Wing,613,Flying,Special,80,100,10,0,any,distance; heal; metronome; mirror; protect,mechanic_contract,damage; drain,0,,,Past
obstruct,Obstruct,792,Dark,Status,0,100,10,4,self,failinstruct,mechanic_contract,callback_behavior; priority; volatile,0,,onHit=Obstruct.onHit; onPrepareHit=Obstruct.onPrepareHit,Past
Obstruct,Obstruct,792,Dark,Status,0,100,10,4,self,failinstruct,mechanic_contract,callback_behavior; priority; volatile,0,,onHit=Obstruct.onHit; onPrepareHit=Obstruct.onPrepareHit,Past
oceanicoperetta,Oceanic Operetta,697,Water,Special,195,True,1,0,normal,,mechanic_contract,damage,0,,,Past
Oceanicoperetta,Oceanic Operetta,697,Water,Special,195,True,1,0,normal,,mechanic_contract,damage,0,,,Past
octazooka,Octazooka,190,Water,Special,65,85,10,0,normal,bullet; metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; stat_boost,0,,,Past
Octazooka,Octazooka,190,Water,Special,65,85,10,0,normal,bullet; metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; stat_boost,0,,,Past
octolock,Octolock,753,Fighting,Status,0,100,15,0,normal,metronome; mirror; protect,mechanic_contract,callback_behavior; volatile,0,,,Past
Octolock,Octolock,753,Fighting,Status,0,100,15,0,normal,metronome; mirror; protect,mechanic_contract,callback_behavior; volatile,0,,,Past
odorsleuth,Odor Sleuth,316,Normal,Status,0,True,40,0,normal,allyanim; bypasssub; metronome; mirror; protect; reflectable,mechanic_contract,callback_behavior; volatile,0,,onTryHit=Odorsleuth.onTryHit,Past
Odorsleuth,Odor Sleuth,316,Normal,Status,0,True,40,0,normal,allyanim; bypasssub; metronome; mirror; protect; reflectable,mechanic_contract,callback_behavior; volatile,0,,onTryHit=Odorsleuth.onTryHit,Past
ominouswind,Ominous Wind,466,Ghost,Special,60,100,5,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect,0,,,Past
Ominouswind,Ominous Wind,466,Ghost,Special,60,100,5,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect,0,,,Past
orderup,Order Up,856,Dragon,Physical,80,100,10,0,normal,protect,mechanic_contract,callback_behavior; damage,0,,onAfterMoveSecondarySelf=Orderup.onAfterMoveSecondarySelf,
Orderup,Order Up,856,Dragon,Physical,80,100,10,0,normal,protect,mechanic_contract,callback_behavior; damage,0,,onAfterMoveSecondarySelf=Orderup.onAfterMoveSecondarySelf,
originpulse,Origin Pulse,618,Water,Special,110,85,10,0,allAdjacentFoes,mirror; protect; pulse,mechanic_contract,damage; random_branch,0,,,
Originpulse,Origin Pulse,618,Water,Special,110,85,10,0,allAdjacentFoes,mirror; protect; pulse,mechanic_contract,damage; random_branch,0,,,
outrage,Outrage,200,Dragon,Physical,120,100,10,0,randomNormal,contact; failinstruct; metronome; mirror; protect,mechanic_contract,callback_behavior; damage; volatile,0,,onAfterMove=Outrage.onAfterMove,
Outrage,Outrage,200,Dragon,Physical,120,100,10,0,randomNormal,contact; failinstruct; metronome; mirror; protect,mechanic_contract,callback_behavior; damage; volatile,0,,onAfterMove=Outrage.onAfterMove,
overdrive,Overdrive,786,Electric,Special,80,100,10,0,allAdjacentFoes,bypasssub; mirror; protect; sound,mechanic_contract,damage,0,,,
Overdrive,Overdrive,786,Electric,Special,80,100,10,0,allAdjacentFoes,bypasssub; mirror; protect; sound,mechanic_contract,damage,0,,,
overheat,Overheat,315,Fire,Special,130,90,5,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch; stat_boost,0,,,
Overheat,Overheat,315,Fire,Special,130,90,5,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch; stat_boost,0,,,
painsplit,Pain Split,220,Normal,Status,0,True,20,0,normal,allyanim; metronome; mirror; protect,explicit_contract,callback_behavior,1,pain split averages user and target hp,onHit=Painsplit.onHit,
Painsplit,Pain Split,220,Normal,Status,0,True,20,0,normal,allyanim; metronome; mirror; protect,explicit_contract,callback_behavior,1,pain split averages user and target hp,onHit=Painsplit.onHit,
paleowave,Paleo Wave,0,Rock,Special,85,100,15,0,normal,mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; stat_boost,0,,,CAP
Paleowave,Paleo Wave,0,Rock,Special,85,100,15,0,normal,mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; stat_boost,0,,,CAP
paraboliccharge,Parabolic Charge,570,Electric,Special,65,100,20,0,allAdjacent,heal; metronome; mirror; protect,mechanic_contract,damage; drain,0,,,
Paraboliccharge,Parabolic Charge,570,Electric,Special,65,100,20,0,allAdjacent,heal; metronome; mirror; protect,mechanic_contract,damage; drain,0,,,
partingshot,Parting Shot,575,Dark,Status,0,100,20,0,normal,bypasssub; metronome; mirror; protect; reflectable; sound,mechanic_contract,callback_behavior; self_switch,0,,onHit=Partingshot.onHit,
Partingshot,Parting Shot,575,Dark,Status,0,100,20,0,normal,bypasssub; metronome; mirror; protect; reflectable; sound,mechanic_contract,callback_behavior; self_switch,0,,onHit=Partingshot.onHit,
payback,Payback,371,Dark,Physical,50,100,10,0,normal,contact; metronome; mirror; protect,explicit_contract,callback_behavior; callback_damage; damage,1,payback moved-target callback doubles base power,basePowerCallback=Payback.basePowerCallback,
Payback,Payback,371,Dark,Physical,50,100,10,0,normal,contact; metronome; mirror; protect,explicit_contract,callback_behavior; callback_damage; damage,1,payback moved-target callback doubles base power,basePowerCallback=Payback.basePowerCallback,
payday,Pay Day,6,Normal,Physical,40,100,20,0,normal,metronome; mirror; protect,mechanic_contract,damage,0,,,
Payday,Pay Day,6,Normal,Physical,40,100,20,0,normal,metronome; mirror; protect,mechanic_contract,damage,0,,,
peck,Peck,64,Flying,Physical,35,100,35,0,any,contact; distance; metronome; mirror; protect,mechanic_contract,damage,0,,,
Peck,Peck,64,Flying,Physical,35,100,35,0,any,contact; distance; metronome; mirror; protect,mechanic_contract,damage,0,,,
perishsong,Perish Song,195,Normal,Status,0,True,5,0,all,bypasssub; distance; metronome; sound,explicit_contract,callback_behavior,1,perish song marks both active pokemon,,
Perishsong,Perish Song,195,Normal,Status,0,True,5,0,all,bypasssub; distance; metronome; sound,explicit_contract,callback_behavior,1,perish song marks both active pokemon,,
petalblizzard,Petal Blizzard,572,Grass,Physical,90,100,15,0,allAdjacent,metronome; mirror; protect; wind,mechanic_contract,damage,0,,,
Petalblizzard,Petal Blizzard,572,Grass,Physical,90,100,15,0,allAdjacent,metronome; mirror; protect; wind,mechanic_contract,damage,0,,,
petaldance,Petal Dance,80,Grass,Special,120,100,10,0,randomNormal,contact; dance; failinstruct; metronome; mirror; protect,mechanic_contract,callback_behavior; damage; volatile,0,,onAfterMove=Petaldance.onAfterMove,
Petaldance,Petal Dance,80,Grass,Special,120,100,10,0,randomNormal,contact; dance; failinstruct; metronome; mirror; protect,mechanic_contract,callback_behavior; damage; volatile,0,,onAfterMove=Petaldance.onAfterMove,
phantomforce,Phantom Force,566,Ghost,Physical,90,100,10,0,normal,charge; contact; failinstruct; metronome; mirror; noassist; nosleeptalk,mechanic_contract,callback_behavior; damage,0,,onTryMove=Phantomforce.onTryMove,
Phantomforce,Phantom Force,566,Ghost,Physical,90,100,10,0,normal,charge; contact; failinstruct; metronome; mirror; noassist; nosleeptalk,mechanic_contract,callback_behavior; damage,0,,onTryMove=Phantomforce.onTryMove,
photongeyser,Photon Geyser,722,Psychic,Special,100,100,5,0,normal,mirror; protect,mechanic_contract,callback_behavior; damage,0,,onModifyMove=Photongeyser.onModifyMove,
Photongeyser,Photon Geyser,722,Psychic,Special,100,100,5,0,normal,mirror; protect,mechanic_contract,callback_behavior; damage,0,,onModifyMove=Photongeyser.onModifyMove,
pikapapow,Pika Papow,732,Electric,Special,0,True,20,0,normal,mirror; protect,mechanic_contract,callback_behavior; callback_damage,0,,basePowerCallback=Pikapapow.basePowerCallback,LGPE
Pikapapow,Pika Papow,732,Electric,Special,0,True,20,0,normal,mirror; protect,mechanic_contract,callback_behavior; callback_damage,0,,basePowerCallback=Pikapapow.basePowerCallback,LGPE
pinmissile,Pin Missile,42,Bug,Physical,25,95,20,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch,0,,,
Pinmissile,Pin Missile,42,Bug,Physical,25,95,20,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch,0,,,
plasmafists,Plasma Fists,721,Electric,Physical,100,100,15,0,normal,contact; mirror; protect; punch,mechanic_contract,damage,0,,,Past
Plasmafists,Plasma Fists,721,Electric,Physical,100,100,15,0,normal,contact; mirror; protect; punch,mechanic_contract,damage,0,,,Past
playnice,Play Nice,589,Normal,Status,0,True,20,0,normal,bypasssub; metronome; mirror; reflectable,mechanic_contract,stat_boost,0,,,
Playnice,Play Nice,589,Normal,Status,0,True,20,0,normal,bypasssub; metronome; mirror; reflectable,mechanic_contract,stat_boost,0,,,
playrough,Play Rough,583,Fairy,Physical,90,90,10,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; stat_boost,0,,,
Playrough,Play Rough,583,Fairy,Physical,90,90,10,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; stat_boost,0,,,
pluck,Pluck,365,Flying,Physical,60,100,20,0,any,contact; distance; metronome; mirror; protect,mechanic_contract,callback_behavior; damage,0,,onHit=Pluck.onHit,
Pluck,Pluck,365,Flying,Physical,60,100,20,0,any,contact; distance; metronome; mirror; protect,mechanic_contract,callback_behavior; damage,0,,onHit=Pluck.onHit,
poisonfang,Poison Fang,305,Poison,Physical,50,100,15,0,normal,bite; contact; metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; status_outcome,0,,,
Poisonfang,Poison Fang,305,Poison,Physical,50,100,15,0,normal,bite; contact; metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; status_outcome,0,,,
poisongas,Poison Gas,139,Poison,Status,0,90,40,0,allAdjacentFoes,metronome; mirror; protect; reflectable,mechanic_contract,random_branch; status_outcome,0,,,
Poisongas,Poison Gas,139,Poison,Status,0,90,40,0,allAdjacentFoes,metronome; mirror; protect; reflectable,mechanic_contract,random_branch; status_outcome,0,,,
poisonjab,Poison Jab,398,Poison,Physical,80,100,20,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; status_outcome,0,,,
Poisonjab,Poison Jab,398,Poison,Physical,80,100,20,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; status_outcome,0,,,
poisonpowder,Poison Powder,77,Poison,Status,0,75,35,0,normal,metronome; mirror; powder; protect; reflectable,mechanic_contract,random_branch; status_outcome,0,,,
Poisonpowder,Poison Powder,77,Poison,Status,0,75,35,0,normal,metronome; mirror; powder; protect; reflectable,mechanic_contract,random_branch; status_outcome,0,,,
poisonsting,Poison Sting,40,Poison,Physical,15,100,35,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; status_outcome,0,,,
Poisonsting,Poison Sting,40,Poison,Physical,15,100,35,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; status_outcome,0,,,
poisontail,Poison Tail,342,Poison,Physical,50,100,25,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; status_outcome,0,,,
Poisontail,Poison Tail,342,Poison,Physical,50,100,25,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; status_outcome,0,,,
pollenpuff,Pollen Puff,676,Bug,Special,90,100,15,0,normal,allyanim; bullet; metronome; mirror; protect,mechanic_contract,callback_behavior; damage,0,,onHit=Pollenpuff.onHit; onTryHit=Pollenpuff.onTryHit; onTryMove=Pollenpuff.onTryMove,
Pollenpuff,Pollen Puff,676,Bug,Special,90,100,15,0,normal,allyanim; bullet; metronome; mirror; protect,mechanic_contract,callback_behavior; damage,0,,onHit=Pollenpuff.onHit; onTryHit=Pollenpuff.onTryHit; onTryMove=Pollenpuff.onTryMove,
